rating,sentiment_score,word_count,char_count,exclamation_count,clean_review
2,0.10049019607843135,161,861,1,based on the reviews here i bought one and im glad i did this vcrdvd was an early christmas present to myself after deciding to join the rest of the world in dvdland but not wanting to let go of my vhs movies quite yet based on the reviews and price and because i own a jvc tv this was my choice i agree with the easy setup its a bit awkward to work the whole tvvhsdvd selection options but i think ive gotten the hang of ittwo comments its not intuitive and actually is pretty complicated too many buttons on the remote but that might please others who are more technicallyminded than me so ive had to rely heavily on the howto manual and setting the vcr timer is awkward  you cant enter the start and end time but have to scroll unless im missing somethingbut those are my only complaints this is a good product for your 
1,-0.05246212121212122,92,464,1,incorrect disc i am a big jvc fan but i do not like this model i was suspiscious when i saw several units in the return section of the store i bought one anyway new and must say i am not happy the unit sends out clicks to the receiver once in a while the transition between scenes is not always smoothlike a little pause and while it is still fairly new i cant get any dvdcd or even a dvd headcleaner to work all i get is a incorrect disc message
2,0.37363636363636366,133,694,7,happy with itbut im a jvc nuti have  jvc televisions one vcr one bookshelf audio system and car audio system so when it came time to move the vcr player to the boys room and get another one for the old man i knew what make it was going to be i decided on the combo player because i dont think vhs is going to be around much longer i like my combo player except for  thingsno cable box compatability on the remote control no seperate audio video inputs only input for coax cable from my cable box so all of the cable programming is in monowife cant tell the difference in the sound so if shes happy then ill just live with it vcr and dvd look and sound great
1,-0.4083333333333333,56,309,1,should be titled hollywood debacle the plot is so ridiculous i have to wonder if they even read the script before making this film the mountain lion breaks out of his trailer  and the cars behind dont notice the mountain lion is captured  and put in a jail cell get real utterly completely stupid
2,0.47187499999999993,165,874,4,is this great tv you bet it is hotel babylon is not just good tvits great tv the show features some incredible acting from tamzin outhwaite formerly of eastenders a bbc soap and max beesley from the illfated movie glitter starring mariah carey the show could make for a great drama series but i felt that it is a mix of a drama comedy and soap opera all mixed into a great bbc show the show aired on bbc america for a while but didnt get around to seeing it i can now say that i got the dvd set and all the episodes are great the season finale was an interesting to watchthe show reminds me of hotel which aired on abc from  to  the reasonhotel was set at a fictional san francisco hotel as hotel babylon was set at a luxury fivestar hotel in englandi recommend this dvd to anyone who is willing to watch a great show from the bbc
1,-0.3069444444444444,31,182,2,nothing you dont already know if you have even casually looked into applying to law school have already read everything there is in this book do not waste your money seriously
1,0.09743589743589746,134,689,0,unfortunately it wasnt entertaining in the least bit when i first ordered the cd i figured it was going to be a hip cool daddy vibe cd however much to my dismay it sounds like a fourth grade music class the main jist of the cd is that there is a xylaphone playing over peoples voices trying to replicate happening party i believe if i played this cd at a party anywhere in my neighborhood i would get laughed off the beach growing up a surfer in san diego i would not recommend this cd to any of my southern california brothers honestly when i played it i kinda of felt i was in a bad b movie the absolutle epitimy of the cd is the last vibe surf cha cha surfers dont cha
2,0.10789473684210528,116,680,0,rochelle explains it all for you wondering what the hell has happened to the moral aspect of modern american culture  this book is a lucid well argued explanation of the simple fact that we have become so totally focused on our individual rights that we have completely ignored and even mocked our personal and public responsibilities the final response and indictment of robert ringers best seller looking out for  this is a great time for anyone who is disgusted with the boorish state of american media politics and discourse in general to clear their heads for the substantial challenges that lie before us not only as americans but as human beings a great book
2,0.3593073593073593,78,450,0,more great playing larrys work for the muse label in the late s and early s found him exploring the rich catalog of jazz standards that he probably grew up playing surrounding himself with the best musicians around larry sounds relaxed focused and totally in control listen to larrys take on my funny valentine and tell me it doesnt stand right up there with chet bakers or miles a very fine album that youll enjoy again and again
1,0.049999999999999996,37,171,7,doesnt work on a mac it clearly says on line this will work on a mac os system the disk comes and it does not only windows  do not order this if you have a mac
1,-0.10302083333333334,72,380,0,very frustrating my three year old son was very excited to get this but after two attempts at playing it hasnt been touched since you are not able to use the mouse through any of the games except for the powerup segments instead you are using the updown arrows on the keyboard  too hard for him and not much fun very disapointed with this game and wish i could return it
1,-0.032142857142857154,62,296,1,mind numbing this game makes you do the same things over and over it never holds my sons attention long enough to get to the next level there is no choice of games you have to do every thing in order we have another rescue heroes game and both my boys  and  love it but this one is a dog
1,0.227,162,969,0,cannot recommend as a former alaskan i didnt want to have to do this but after repeatedly attempting allmans recipes and having to throw out  cups of flour and miscellaneous ingredients nearly every timeand then comparing to ed woods recipes which work flawlessly and lisa rayners very excellent wild bread handbaked sourdough artisan breads in your own kitchen i cant help but notice that their recipes work where allmans failim not a novice baker the only thing that worked reliably was the pancakes recipe but that can be found other places as wellif you are looking for reliable recipes and concise information about starting a sourdough and maintaining it i recommend any of ed woods books even his very old ones lisa rayner has written a fabulous tome in wild bread but pass on this bookwhile some of the historical vignettes were interestingnot enough so to warrant the cost of the book check it out at your library if you must
2,0.5874999999999999,33,180,0,alaska sourdough read most of the book while visiting my brother in alaska loved it i am going to be making my sourdough starter soon book is full of great stories and recipes
2,0.20833333333333334,53,267,0,old and good this book is worth to keep in your collection as it does not only advise what to do with sourdough but ruth also told you what the picture of past  years ago in alaska where no stand mixer nor any civilized stuffs in kitchen just a pot of sourdough
2,0.0,22,110,0,autumn got this for my daughter in nc she is now making prefect bread wish she lived closer to make me some
2,0.2990740740740741,72,394,0,fast mp download of music waxed decades ago one of these  songs played as background music on a youtube video of some kind of gymnastic or dance feat out of russia i hunted down the melody read the english lyrics then decided to see what else was in the album downloaded the full album for  via amazon mp downloader and now happily listen to the melodies interspersed on my ipod
1,-0.03714285714285713,114,574,1,maybe i got a bad one my experience i got this from fm not amazon the dvd player rattled pretty loudly sometimes but not always when i put in a dvd i tried several the picture quality wasnt all that great and the screen got a horizontal line thru the middle after a short time that would not go away plus one of the other reviewers was dead on about the remote  the layout makes no sense at all very poor human engineering imo i brought it back to the store for a refund i saw the same model under the emerson name for  at wm but was hesitant to buy it
2,0.2511111111111111,95,538,0,sylvania ldg  flat panel lcd tv with built in dvd player light weight space saving very attractive design sharp picture good sound quality and quick response time dvd playback also excellent only negative is its remote control it is hard to read the functions of the keys due to color choices the placement of the keys are almost illogical and you have to look at it carefully before each use it almost seems like it was designed by an imbecil the quality the features and the price still makes this tv an excellent buy
1,-0.8125,46,237,3,terrible do not buy this i bought this for my wife for her birthdayand had toreturn it because the dvd palyer would not work i returned it and got a repalcement which once again the dvd player failed to work it is a piece of junk
1,-0.1,101,497,0, beware  this tv is set so that it is not capable of a recall function if you want to flash back between channels this tv is not going to give it to you the remote control that comes with the tv has no recall function so i bought a sony universal which is a much better remote that had the recall button on it however i soon learned that the tv is set at the factory to not have the capability to flashback it may not be a big deal to some but this user found it very annoying
2,0.35,44,224,0,kitchen tv i bought this to replace a  tube tv in my kitchen what i gained was a larger screen plus relcaiming the counter space the picture is good and the internal dvd player is a bonus all in all a good purchase
2,0.29191263282172375,169,841,0,nice for the money the first one i bought was defective the dvd didnt work at all i purchased it from electronics express and when i contacted them they were wonderful they gave me an rma number right away fedex picked it up the next day and a new one arrived  week later this one is just fine i really love the clarity of the picture my only complaint is that in dvd mode the sound isnt loud enough i have it in my rv and with the ac running i can barely hear it i solved the problem by running an audio out jack from the tv to the input on the rv stereo speaker system its very lightweight and easy to move around and store a bonus for the rv the remote isnt great but it works just fine and the videoaudio jacks and antenna input are easy to get to as is the dvd player all in all its a great deal for the price
1,-0.2807291666666667,94,523,1,disappointed romanian this book in my opinion is biased and takes an angle of europe that is clean and proper and fails to shed light on the rest of it i can understand that these are tourist guides and why would anyone want to tour a country forgotten by time however i am a very disappointed romanian with this book and would never use it as my reference i have seen travel guides outlining europe exclude romania before but with the precision and detail of dks series i was left yet again in disappointment
2,0.5461538461538462,83,477,2,great travel guide to europe this book is realy great for everybody who likes to travel europe the combination of good pictures illustration and texts is perfect you get a good overall view for the most important sights places cities and countries in europe and also a bit of historical information as a european who already traveled a bit i still could find a lot of inspiration to more interesting places to go thank a lot to eyewitness travel for there great books
1,0.27499999999999997,50,264,1,not the best i bought both this and lonely planet and have used lonely planet more because this book is full of pictures but doesnt give you all the info you need also i ended up buying each indiv city guide as well because this one only scratches the surface
2,0.26666666666666666,70,374,1,good but received defective book i bought this book because we are moving to germany and i wanted to get a good overview of all the countries in europe that we could travel too unfortunately pages  on greece are not in english  looks to be spanish there was some sort of printing problem but i found the rest of the book to give good highlights of the countries
2,0.21666666666666667,66,411,0,from the label from memphis tn comes the reatards fronted of course by wild kid jay reatard he starting off on eric oblivians label goner at the tender age of  jay now  is still rocking and offending the sensibilities of his community overdriven loud crackling guitars underlaying jays southern crooning howl energizes some of the most amazing hatefilled song writing weve heard in years
1,0.3,70,347,0,either  or  stars depends on how you look at it either  or  stars depends on how you look at it star because they sent  feet of  od copper pipe star because they wont accept returns on it stars because i figure its actually worth foot and since they wont take a return i figure i can sell it and make  on this deal
2,0.20416666666666664,25,119,0,hunting the hard way thia was a gift for my husband who loved the book it arrived on the date we were told it would
1,-0.16666666666666666,34,189,0,disappointing the text is the same as ever i think but the plates are markedly inferior to all previous editions had i known this ahead of time i would not have purchased this volume
2,-0.06875,74,429,0,homer or moses an extremely helpful gem on a complex subject of second century religious authority and textual use for anyone serious about this period and the interelation of cultures this book is essential is it complex and detailed of course it must be to argue the point should you buy it yes unless you want to keep running back to the library i write this only after thoroughly disagreeing with the review above
1,-0.04533333333333332,58,324,0,very poor quality the screen arrived in a cardboard box that was pretty beat up the screen itself is very lightweight very cheesy looking the finish was worn across the entire top of the screen i knew this wasnt solid brass but i expected something that at least looked decent from a distance for the price i paid
1,0.15875316990701605,110,624,0,scraped across the whole top purchased this screen last week and it came with noticeable scrapes across the top the box it came in was gigantic with plenty of packaging material but the screen was packaged loosely at the bottom however since it was in another smaller box im thinking that the scraping was there to begin with and not from shipping still deciding whether to go through the trouble of exchanging it since another reviewer said they had the same damage i wouldnt want to risk getting another with the same damage and i really need a screen right now other than the damage its a very nice screen
2,0.0,84,489,0,unknown africa you dont expect music from africa to be so profesionally produced me from the white world dont understand the lyrics but we do understand the music which is a mixture between salsa soukous and fado with always the african feeling for rithem the soft almost borred voice of oliver ngoma fits pefectly in the music the cd is recorded in france paris you can hear that professionals have been working on the cd a must for a hot lazy nightgreetings arno amsterdam
1,-0.0037878787878787845,69,365,0,didnt live up to expectations i ordered these shoes to replace the previous pair that had ripped apart at the sole clark said they did not make this shoe anymore so i had to order them through amazon sadly the second pair ripped in the same place within  months my son has since bought a similar pair from sperry and they seem to be holding up much better
1,-0.023186274509803914,116,717,0,profound then truly horrible now the narrative style of this work by famous founders biographer john morse is arrogant flippant and frequently exaggerated it carries the tone of the amateur yankee historian on high passing judgment on this southern statesman who was neither from boston nor a harvard graduate perhaps considered penetrating for its day it really represents nothing more than opinion today the research is so thin that one must conclude that morse wrote the entire manuscript essentially from memory with little reference to the primary and secondary sources we expect of historians now if it werent for the fact that morse wrote this piece  years ago id have rated it only one star
2,0.17435897435897435,88,441,1,definitely enjoyed this was a gift for my  yr old daughter she is a big barbie fan as well as loves to use the computer she is still enjoying this game she completed it in a few hours which worried me at first but she loves to do it over and over again the music is enjoyable and the colors are vibrant it seems to be very user friendly alsomy daughter has not really needed my help to use it once she started it the first time
2,0.2625,62,315,2,even mommy has fun with this one my four year old daughter loves everything barbie and loves the rapunzel movie this game is tons of fun even for a  year old we love playing it together we love decorating all the rooms and finding the gems what even better is she can play it alone and i get some me time
2,0.10357142857142856,77,393,1,great combination of creativity and adventure my  year old daughter has been addicted to this game she plays it over and over again she loves the opening song and has been singing it non stop she gets excited each time she completes a room and finds a gem and loves solving the maze to find prince stefan the only problem is that she sings the song so much i cant get it out of my head
2,0.2533653846153846,62,292,3,rapunzel this is such a great game both my  year old son and  year old daughter love it i like to play to if they would let me so much fun decorating the rooms and so many choices to keep you playing great game not at all what you would think a barbie game would be great fun for all
1,0.007031249999999989,70,362,0,not what i expected  my daughter and i loved the movie she is  years old and it took her  hours to complete the game absolutely no challenge and very little interaction it is essentially just clicking on the screen to make it play the  or  scenes it has programmed there are no games to play nothing to figure out nothing to do save your money
1,-0.14702380952380953,172,986,1,barbie rapunzel  crying child my year old daughter is currently sobbing in her bedroom as a result of this rotten gameshe spent an hour on this game painting in pretty pictures and coloring in flowers but halfway through the game the program hung and wouldnt let us leave the room or click anywhere else now even if we exit the game and then start it back up we are frozen in one spot while barbies disembodied voice urges us to explore somewhere else in the castlestandard software troubleshooting and rebooting didnt help vivendi games support site is currently disabled and now im left with a weeping frustrating child who doesnt understand that it is not her fault that her game wont work im hoping it was just incompetent software programming that couldnt catch the bug my year old caught the first time around or maybe they just dont care about the problems so long as you get our  bucks if you dont want a crying little girl avoid this game
2,0.16875,48,265,0,barbie as rapunzel a creative adventure i purchased this software for my  year old granddaughter and she loves playing it so much she lets me play it sometimes but she doesnt always like what i come up with i plan to purchase other software programs for her
2,0.09178571428571428,144,741,2,use your imagination my  year old daughter  i both love this software we actually fight over who is going paint the pictures or choose the themes for each room this game allows you to be creative  use your imagination by decorating each room of the castle and finding the missing gems to the princes crown which gives rapunzel the power to find prince stephan who has been turned to stone  bring him back to life the music  animation is the best i have seen most of the kids software that ive seen is boring to me as an adult but this is not at all i sometimes like to play it without her there are so many variations on color schemes  patterns  that you can never be bored i highly recommend this for girls of all ages
1,0.13706818181818187,119,570,1,not so good  ok for a rental this game is pretty exciting and it is very nice and it is really creative and one of a kind the only bad thing is that there is only one castle for the kids to decorate and once you are done with the whole castle that is basically it you either have to create a new username for yourself to do it all over again or you get another game like i did my sister finished the castle in about  hours and after that has never even looked at this game anymore it is a nice game and it is fun but it is not really worth that much money
1,-0.02479797979797982,122,646,0,not os x but mac classic negative this game does not work with os x and requires the cd so you cant have it on multiple computers it is slow i have to tell my daughter that it is thinking a lot this is because it has to access the cd everytime there is a new task you cant view the openning sequence again without throwing out the saved game files some of the tasks and controls are too hard and not user friendly even for adultsit crashes all the timemouse is jumpy and hard to usepositive some tasks are easy possible to use grand and beautifulmy three year has enough patience to survive the multiple trials to get this to work
1,0.024999999999999998,125,645,2,bad deal i ordered this dvd and received a substitute i never received the dvd i ordered from importcds the vendor i contacted them and did not recieve any feedback i cant rate a dvd i have never seen i didnt bother to send it back because it would have cost me more that i orginally paid for it in the future i will watch for the name of the person andor persons i am buying from i thought they were a good company i understand a simple mistake but to not get a response at all is not good businees sense i spend hundreds of dollars a month on amazoncom building my dvd collection i guess i will be more careful in the future
2,0.2416666666666667,25,143,0,smells divine this is my second bottle of sheer freesia i just love this fragrance its a light delicate sent beautiful like a summer day
1,-0.875,24,153,3,very disappointed this perfume is just awful smells nothing like freesiathe gift recipient was not impressed the worst is that it cant be returned
2,-0.26,32,161,1,creepy wow what people will do behind jealousy and revenge  there are some doors you should not open and if you do  be prepared for what you find behind it
1,0.1358974358974359,130,693,0,audio options non existent while the movie in itself was better than i expected what i didnt expect was the non existent thai soundtrack while the option was on the disc menu as well as stated on the package the thai soundtrack does not exist no matter what you choose thai or english english is what you get and while there are some exceptions most dubbing is ridiculous at best and the dubbing on this title is sub par while this review covers only the first movie of the two the other may remain in plastic never to see the inside of my dvd player its a shame and a sham when you purchase what claims to be original and is not very disapointed in this offering from tokyo shock
2,0.2063065722156632,152,856,0,sooo jammin too trill man some more jammin tracks from the suc this is pokeys first official recordand sh is sooo real love the production everything is real nice  screwed out this is among the last of the great suc records not to say theyve fallen offjust theyve downsized so much with the deaths of the screw pioneers sad but true if ya love tx rap youve gotta get this  somethin to kickback  blow big too somethin to jam in the ride so underrated right here i wish people would forget all the bullsh on betmtv and check whats happening in houston but i guessits sadly almost too late pats gone hawks gonescrew moe pimp c big steve makes me sad regardless pokey is still alive and making new music keeping the legacy alive and this is a great place to start with him classic record love it man
2,0.19375,52,263,0,dirty south this is probably the best southside cd to ever come out pretty much every song has a guest or  on the track from the late fat pat to botany boys mr  big steve chris ward hawk and many more this is how a southside cd should always be
2,0.43,37,199,0,good book well written chronicles of the farm from the people who lived it excellent photos as welli kept looking for a photo of me and my thenwife but i wasnt there long enough but shewas 
2,0.15,27,124,0,voices from the farm i have a copy of this book and love it and cant wait til the revised version comes out in a few weeks
2,0.29750000000000004,69,369,1,little one maid of israel bill harvey has a wonderful gift of making history come alive in this book this book awakens a sense of wonder at the possiblility of a real relationship with god as you follow the faithfulness of one little girl in ancient times young girls ages  will love this book it has always been one of my most loved treasures a real keeper 
1,-0.21666666666666665,31,149,0,it drew air this book drew air pretty bad i have no idea why someone would waste their time writing it boy did it draw air do not read this book
2,0.15,38,179,0,comfywarm but run big just like the title says warm comfy but run a size too big i dont wear them out as they are just for lounging so its not that big of a deal for me
1,-0.390625,108,570,5,buyer beware i ordered the cake topper june   i was given an estimated shipping date of july   those dates came  went with no cake topper i contacted the seller twice with no response i filed a claim with amazon i did end up receiving a cake topper on july   however its not even the one i ordered the seller did refund my money but has never contacted me or apologized for the mishap i will never buy anything from the seller again i looked at the sellers feedback  im not the only person they have done wrong so buyer beware
1,0.33791666666666675,63,338,6,ariel litte mermaid with pearl kit arrived very quickly and it is a cute topper however i wouldnt have bought it if they didnt provide instructions i should have listened to the other reviews if you are hoping to get more than the topper do not buy this so annoyed i have this ariel and have no idea how to decorate the cake
1,0.04722222222222222,99,570,1,no instructions included  do not trust seller promised with this item are complete instructions and the additional pledge that sweet graces will email you with the supply list and instruction sheets on purchase  so you can be ready ahead of time i received none of this  only a plastic figurine and bracelet to boot amazon claims they can do nothing to help me contact the seller all i got was a phone number for the manufacturer lets hope that yields some results meanwhile im wishing i had listened to previous feedback about this unreliable seller 
2,0.325,152,886,1,why is soulwax ignored by critics  consumers alike i just dont get it  soulwax has been around since the s when they released their rock debut on the now defunct almo sounds chock full of shouldhavebeen radio hits and then when while they got some attention for their  many djs mashupremix bootlegs when they return to a fullfledged band as with last years any minute now critcs  consumers alike barely took notice of that albums amazing writing production and sheer electrorock power hopefully nite versions a cheeky title recalling when s bands like duran duran used to release nite version on  of singles for clubs will garner more sales and attention for soulwax  the songs practically leap out of the speakers to grab your neck and turn you head and make you move cant wait to hear what they do tiga on his upcoming sexor debut
